title,company,location,salary_min,salary_max,salary_avg,description,date_posted,url
Data Plattform Expert / Data Engineer (m/w/d) im Bereich Systemvernetzung und Digitalisierung,Stadtwerke Bad Vilbel GmbH,"Bad Vilbel, Wetteraukreis",,,0.0,"Die Stadtwerke Bad Vilbel GmbH betreibt als kommunales Versorgungsunternehmen im Querverbund die Betriebszweige Gas-, Wasser-, Strom- und Wärmeversorgung sowie einen Verkehrsbetrieb. Daneben engagieren sich die Stadtwerke im Bereich der Immobilienwirtschaft und der erneuerbaren Energien. Ab sofort suchen wir Sie als Data Plattform Expert / Data Engineer (m/w/d) im Bereich Systemvernetzung und Digitalisierung Gute Gründe, Teil unseres Teams zu werden: Sie erhalten eine leistungsgerechte Vergütun…",2025-11-19T10:12:13Z,https://www.adzuna.de/land/ad/5503033896?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=2856795D12544362977354A50FFE5CFA629388BA
Data Scientist (w/m/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",,,0.0,"HUK-COBURG Versicherungsgruppe  Data Scientist (w/m/d) [](https://api.relaxx.center/r/7093db39ed014848b3ef8e2ca44e14cd?pid=2482407&mpid=1457623&prid=1075635&tid=30) Hallo, lass uns WIR sagen! Im Data Analytics Team der HUK-COBURG transformieren wir Daten in echte Mehrwerte für über 13 Mio. Kund:innen. Als Deutschlands führende Kfz-Versicherung sind wir ein traditionsreiches und stabiles Unternehmen, das zielgerichtet in Innovation und seine datengetriebene Zukunft investiert. Unsere agilen Data…",2025-10-31T12:07:29Z,https://www.adzuna.de/land/ad/5472438402?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=CD0D642934A7E3A331AAB5368AF060B8C1ECEC97
Werkstudent Data Science & Machine Learning (m/w/d),Datev eG,"Nürnberg, Bayern",,,0.0,"Das ist das Arbeitsumfeld: Das AI Office setzt als strategische Governance-Einheit den Rahmen, um Mehrwerte für unsere Kund:innen durch den Einsatz von Künstlicher Intelligenz (KI)/Machine Learning (ML) zu schaffen. Als Werkstudent (m/w/d) Data Science im AI Office begleitest und unterstützt Du die Mitarbeitenden bei der Beratung und Unterstützung von Workstreams in diesem Kontext, beispielsweise bei der Evaluierung und/oder Umsetzung konkreter Use Cases. Das sind die Aufgaben: Du setzt KI-Idee…",2025-11-17T14:42:01Z,https://www.adzuna.de/land/ad/5500312617?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=60AF68BE5A5A1A528D428332FB5A010940AF9759
Duales Studium Data Science / Künstliche Intelligenz in Kooperation mit der Dualen Hochschule Baden-Württemberg 2026 (m/w/d),Mercedes-Benz Tech Innovation,"Baden-Baden, Baden-Württemberg",,,0.0,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",2025-10-28T09:43:36Z,https://www.adzuna.de/land/ad/5467591475?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=AB797B9F660A55C551EA09BBEB6270DEF68425BB
Data Architect / Data Engineer (m/w/d),Stadtwerke Karlsruhe GmbH,"Innenstadt, Karlsruhe",,,0.0,"Data Architect / Data Engineer (m/w/d)Besser versorgt, weiter gedacht.Unsere Produkte machen das Leben leichter. Licht, Wärme, Kühle, Frische, Sauberkeit, Unterhaltung, Entspannung, Kunstgenuss, Information, Arbeitserleichterung: Alles ist jederzeit im Handumdrehen oder per Knopfdruck verfügbar - dank Strom, Erdgas, Trinkwasser und Fernwärme, die angenehm unauffällig per Leitung ins Haus kommen. Über 1.300 Mitarbeiterinnen und Mitarbeiter sorgen bei den Stadtwerken Karlsruhe dafür, dass die Kun…",2025-11-21T13:24:27Z,https://www.adzuna.de/land/ad/5507419162?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=64B1D6E0DCDEB031D4F6D9637AC69E762238D154
CRM & Data Analytics Spezialist (w/m/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",,,0.0,"Hallo, lass uns WIR sagen! Wir – die HUK-COBURG Versicherungsgruppe – zählen zu den 10 größten in Deutschland. Vor über 90 Jahren gegründet sind wir mit über 13 Millionen Kund:innen heute der große Versicherer für Privathaushalte und der größte deutsche Autoversicherer. Dass wir oft preisgünstiger sind als andere Versicherungen, hat bei uns schon Tradition. Genau wie unser Ruf als Arbeitgeberin, mit der DU wachsen und deine persönlichen Ziele erreichen kannst. Bei uns kannst du eine spannende K…",2025-11-21T12:33:09Z,https://www.adzuna.de/land/ad/5507296856?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=16B6088D28EE5A4D2C8DE1E79E84EC5AF9D59ADC
Projektleiter:in Data Management / Business Intelligence,Enercity AG,"Hannover, Region Hannover (Kreis)",,,0.0,"Aufgaben Du leitest das Fachgebiet Data Infrastructure Services mit dem Fokus auf: - Cloud-Datenbanken wie PostgreSQL, InfluxDB und Snowflake - Klassische On-prem-Datenbanksysteme (z. B. Oracle, MS SQL) - Basisadministration unserer neuen Kernapplikationen SAP S/4HANA Utilities Cloud und Oracle Fusion Cloud - Betrieb und Entwicklung unseres zentralen Dokumentenarchivs Basisbetrieb der Legacy-SAP-Systeme (Core ERP und IS-U) bis zum EoL Du entwickelst unsere IT-Infrastruktur strategisch weiter – …",2025-10-23T14:39:49Z,https://www.adzuna.de/land/ad/5460679265?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=EC52441C277561BA2BF94EBE1A4F8935C7EC6BB0
Senior Data Engineer (w/m/d),GDV Gesamtverband der Versicherer,"Berlin, Deutschland",,,0.0,"GDV Gesamtverband der Versicherer  Senior Data Engineer (w/m/d) Senior Data Engineer (w/m/d) Der Gesamtverband der Deutschen Versicherungswirtschaft (GDV) in Berlin ist die Dachorganisation der Versicherer in Deutschland. Gegenüber Parlament, Regierung und Öffentlichkeit – national wie auf europäischer Ebene – vertreten wir die Interessen einer spannenden, leistungsfähigen und vielfältigen Branche. *In dieser Funktion sind Sie verantwortlich für die Konzeption, Entwicklung und Pflege der Datena…",2025-10-24T20:52:06Z,https://www.adzuna.de/land/ad/5463022347?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=08F7470CD4A0ABF6988CE3F2643BE54563045E9C
Spezialist (gn*) Datenmanagement / Stammdaten und Data Governance,Universitätsklinikum Münster,"Münster, Nordrhein-Westfalen",,,0.0,"Universitätsklinikum Münster  Spezialist (gn*) Datenmanagement / Stammdaten und Data Governance *Spezialist (gn*) Datenmanagement / Stammdaten und Data Governance* Unbefristet | In Voll- oder Teilzeit mit 23 bis 38,5 Wochenstunden | Vergütung nach den Bestimmungen des TV-L | Stabsstelle Stammdatenmanagement | Kennziffer 11422 *Wir sind das UKM*. Wir haben einen klaren gesellschaftlichen Auftrag und mit der Verbindung von Krankenversorgung, Forschung und Lehre eine besondere Verantwortung. Damit…",2025-11-20T20:12:53Z,https://www.adzuna.de/land/ad/5505813798?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=3ED4E21204D02D910DA39E1800D69CA465F76C9A
Data Engineer für Data Modelling - Systemführung / Energiewirtschaft (w/m/d),50Hertz Transmission GmbH,"Berlin, Deutschland",,,0.0,"Getting grip on the data topic - Gestalte mit uns das Next Generation Control Center Ecosystem für eine erfolgreiche digitale Energiewende! Das macht diesen Job für dich interessant: Hast du Lust aktiver Teil der Energiewende zu sein, mit uns die digitale Zukunft der Übertagungsnetzbetreiber zu gestalten und das Next Generation Control Center Ecosystem (Modular Control Center System) zu entwickeln? Dann übernimm die Verantwortung als Domain Data Engineer – Power Grid & System Operations und sor…",2025-08-19T22:28:24Z,https://www.adzuna.de/land/ad/5358991549?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=1A83E79FA97A885BADFE69DF395814294464F3CF
Data Engineer für Data Modelling - Systemführung / Energiewirtschaft (w/m/d),50Hertz Transmission GmbH,Deutschland,,,0.0,"Getting grip on the data topic - Gestalte mit uns das Next Generation Control Center Ecosystem für eine erfolgreiche digitale Energiewende! Das macht diesen Job für dich interessant: Hast du Lust aktiver Teil der Energiewende zu sein, mit uns die digitale Zukunft der Übertagungsnetzbetreiber zu gestalten und das Next Generation Control Center Ecosystem (Modular Control Center System) zu entwickeln? Dann übernimm die Verantwortung als Domain Data Engineer – Power Grid & System Operations und sor…",2025-08-19T22:28:28Z,https://www.adzuna.de/land/ad/5358991951?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=647B0F30BA8CCF4612B5907C7149D72B9CA246D6
Product Analytics Manager (m/w/d),Stepstone GmbH,"Düsseldorf, Nordrhein-Westfalen",,,0.0,"Stepstone is a leading online job board in Germany, dedicated to connecting job seekers with their ideal employment opportunities. As a major player in the German job market, we play a key role in facilitating millions of job placements across various sectors and industries. We are proud to be part of The Stepstone Group, a global expert in job-tech platforms. Being part of a global team allows us to leverage cutting-edge technology, data, and industry expertise to enhance our services and cont…",2025-11-03T21:55:49Z,https://www.adzuna.de/land/ad/5478853114?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=3EA6DBCB192CA806ECC3A80514A16F1FD67721E2
Working Student Finance - Data Quality (all genders),Schleich GmbH,"München, München (Kreis)",,,0.0,"Ist unsere Story auch deine Story? Wenn Kinder die authentischen Figuren und Spielsets von schleich® in die Hand nehmen, eröffnen sich wunderbare Fantasiewelten. Jeder Dinosaurier, jeder Elefant, jede Elfe ist der Beginn einer aufregenden Story. Unsere Vision: „Shaping Storytellers for life“. Und deine Geschichte bei schleich® beginnt hier. Lass uns zusammen nicht nur die Freude am Geschichtenerzählen wecken, sondern auch die Story von schleich® weitererzählen – vom traditionellen Spielzeughers…",2025-11-14T12:05:36Z,https://www.adzuna.de/land/ad/5495490328?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=4EBE393EB303F4AA2864B181E629921B9002CD3A
Duales Studium 2026 - Data Science und KI B.Sc. (d/m/w),Haufe Group SE,"Freiburg im Breisgau, Baden-Württemberg",,,0.0,"Freiburg im Breisgau ab sofort Wir bilden aus und suchen begeisterte Daten-Enthusiast:innen! KI, Data Engineering, Cloud Computing oder Big Data sollen nicht länger nur theoretische Begriffe sein? Dann ist unser duales Studium mit dem Schwerpunkt Data Science und Künstliche Intelligenz die perfekte Gelegenheit, um deine Fähigkeiten zu entwickeln und in die vielschichtige Welt der Daten einzutauchen. Setze jetzt den Startschuss für deine Karriere ab September 2026 im Studiengang Data Science und…",2025-10-27T21:42:06Z,https://www.adzuna.de/land/ad/5466725194?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=2E265F75D4E76BB298528A5390B9ADF9BE5E0796
Spezialist (gn*) Datenmanagement / Stammdaten und Data Governance,Universitätsklinikum Münster,"Centrum, Münster",,,0.0,"Spezialist (gn*) Datenmanagement / Stammdaten und Data Governance Unbefristet | In Voll- oder Teilzeit mit 23 bis 38,5 Wochenstunden | Vergütung nach den Bestimmungen des TV-L | Stabsstelle Stammdatenmanagement | Kennziffer 11422 Wir sind das UKM. Wir haben einen klaren gesellschaftlichen Auftrag und mit der Verbindung von Krankenversorgung, Forschung und Lehre eine besondere Verantwortung. Damit wir unserem hohen Anspruch tagtäglich gerecht werden, freuen wir uns auf Deine Fachkompetenz in der…",2025-11-21T12:33:09Z,https://www.adzuna.de/land/ad/5507296876?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=D47C2CDDE966A0C569E2AB9F99AD6F5F682EA04C
Senior Data Engineer*,NEW YORKER,"Watenbüttel, Braunschweig",,,0.0,"The Data Science department uses state-of-the-art machine learning and optimization techniques to continuously improve business processes at NEW YORKER. We work in agile project teams on a variety of use cases, including image recognition, order optimization, pricing, distribution and logistics. We are a very ambitious and international team and are proud of our high standards. Design, implement and optimize effective data processing architectures in Python Extract, transform, analyze, clean an…",2025-11-22T13:11:25Z,https://www.adzuna.de/land/ad/5509044221?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=20D6B98B0042B781599D881C95BD3306BDFE24D8
"Professur für Data, AI & Transformation Management",ISM International School of Management,"Barop, Dortmund",,,0.0,"Professur für Data, AI & Transformation Management Vollzeit Deutschland Mit Berufserfahrung 20.11.25 Die International School of Management (ISM) ist eine staatlich anerkannte Hochschule und zählt zu den führenden privaten Hochschulen in Deutschland. An Standorten in Dortmund, Frankfurt/Main, München, Hamburg, Köln, Stuttgart und Berlin wird in kompakten und anwendungsbezogenen Studiengängen der Führungsnachwuchs für international orientierte Wirtschaftsunternehmen ausgebildet. Zum Studienangeb…",2025-11-21T16:38:16Z,https://www.adzuna.de/land/ad/5507594103?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=D7B82A60C43F99BC967FB629778CB5DADCA6000F
Data Engineer (m/w/d),Ströer SE & Co. KGaA ,"Mitte, Berlin",,,0.0,"Unternehmensbeschreibung Möchtest du digitale Lösungen entwickeln, die den Journalismus auf das nächste Level bringen? In der Ströer Content Group Product & Tech arbeiten über 150 Expert:innen an innovativen Konzepten. Unser Herzstück ist t-online.de, Deutschlands führende Nachrichten- und Ratgeberplattform. Mit einem einzigartigen Multiscreen-Konzept erreicht t-online millionen Nutzer:innen über alle digitalen Kanäle und setzt auf multimediales Storytelling, das sich an aktuellen Trends und Nu…",2025-11-20T16:57:51Z,https://www.adzuna.de/land/ad/5505202003?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=B65CF0BAB72F504F1E9561091664AE996F2DEEEC
Data Engineer / Data Architect (m/w/d),Bauerfeind AG,"Langenwolschendorf, Greiz (Kreis)",,,0.0,"Die Bauerfeind AG bietet als innovativer Hersteller von medizinischen Hilfsmitteln ein umfassendes Versorgungsprogramm in den Bereichen Bandagen, Orthesen, Kompressionsstrümpfe und orthopädische Einlagen. Unser Unternehmen beschäftigt weltweit rund 2.400 Mitarbeiter und ist in über 20 Ländern mit Tochtergesellschaften vertreten. Wir suchen ab sofort am Standort Zeulenroda-Triebes einen Data Engineer / Data Architect (m/w/d) (Job-ID 3923-YF) Ihre neuen Aufgaben Erarbeitung von prototypischen Ent…",2025-11-17T12:59:13Z,https://www.adzuna.de/land/ad/5500276221?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=D09C722CAA7936AB77C4A9FF354C548CA4C35A49
IT-Ingenieur:in als Projektleiter: Data Management / BI,Enercity AG,"Hannover, Region Hannover (Kreis)",,,0.0,"Aufgaben Du leitest das Fachgebiet Data Infrastructure Services mit dem Fokus auf: - Cloud-Datenbanken wie PostgreSQL, InfluxDB und Snowflake - Klassische On-prem-Datenbanksysteme (z. B. Oracle, MS SQL) - Basisadministration unserer neuen Kernapplikationen SAP S/4HANA Utilities Cloud und Oracle Fusion Cloud - Betrieb und Entwicklung unseres zentralen Dokumentenarchivs Basisbetrieb der Legacy-SAP-Systeme (Core ERP und IS-U) bis zum EoL Du entwickelst unsere IT-Infrastruktur strategisch weiter – …",2025-10-23T14:39:49Z,https://www.adzuna.de/land/ad/5460679264?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=799514814F57A5BCF93A079A4ECF8C02758F757B
Leiter:in Projekte Data Transformation / Change Management,Enercity AG,"Hannover, Region Hannover (Kreis)",,,0.0,"Aufgaben Du leitest das Fachgebiet Data Infrastructure Services mit dem Fokus auf: - Cloud-Datenbanken wie PostgreSQL, InfluxDB und Snowflake - Klassische On-prem-Datenbanksysteme (z. B. Oracle, MS SQL) - Basisadministration unserer neuen Kernapplikationen SAP S/4HANA Utilities Cloud und Oracle Fusion Cloud - Betrieb und Entwicklung unseres zentralen Dokumentenarchivs Basisbetrieb der Legacy-SAP-Systeme (Core ERP und IS-U) bis zum EoL Du entwickelst unsere IT-Infrastruktur strategisch weiter – …",2025-10-23T14:39:44Z,https://www.adzuna.de/land/ad/5460679223?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=7A81DA633EC08B8A18670AF5D9C0D2D355388FE6
Senior Data Engineer - Data Platform Architecture (m/w/d),EON Grid Solutions GmbH,"Münster, Nordrhein-Westfalen",,,0.0,"Die Stelle ist befristet bis zum 31.12.2027. Gemeinsam entwickeln wir eine zentrale Plattform zur Digitalisierung des E.ON-Netzes: iPEN! Die Informationsplattform Energienetze (iPEN) stellt sicher, dass die Daten der regionalen Verteilnetzbetreiber zentral gebündelt und verfügbar gemacht werden können. Du unterstützt uns dabei, das neue Produkt „Business Insights Hub“ innerhalb von iPEN aufzubauen – eine Kombination aus Standardreporting und KI-basiertem Process Reporting & Mining. Dieses Produ…",2025-10-13T14:50:10Z,https://www.adzuna.de/land/ad/5445622524?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=342D3E028A50C1FD930874F8F8D26C7E3FE6F0FD
Senior Data Engineer - Data Platform Architecture (m/w/d),EON Grid Solutions GmbH,"Essen, Nordrhein-Westfalen",,,0.0,"Die Stelle ist befristet bis zum 31.12.2027. Gemeinsam entwickeln wir eine zentrale Plattform zur Digitalisierung des E.ON-Netzes: iPEN! Die Informationsplattform Energienetze (iPEN) stellt sicher, dass die Daten der regionalen Verteilnetzbetreiber zentral gebündelt und verfügbar gemacht werden können. Du unterstützt uns dabei, das neue Produkt „Business Insights Hub“ innerhalb von iPEN aufzubauen – eine Kombination aus Standardreporting und KI-basiertem Process Reporting & Mining. Dieses Produ…",2025-10-13T14:48:49Z,https://www.adzuna.de/land/ad/5445621844?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=AD22C6A8EB0CDAF94FC7068C8FAE3AF775F35FBB
Senior Data Engineer - Data Platform Architecture (m/w/d),EON Grid Solutions GmbH,Deutschland,,,0.0,"Die Stelle ist befristet bis zum 31.12.2027. Gemeinsam entwickeln wir eine zentrale Plattform zur Digitalisierung des E.ON-Netzes: iPEN! Die Informationsplattform Energienetze (iPEN) stellt sicher, dass die Daten der regionalen Verteilnetzbetreiber zentral gebündelt und verfügbar gemacht werden können. Du unterstützt uns dabei, das neue Produkt „Business Insights Hub“ innerhalb von iPEN aufzubauen – eine Kombination aus Standardreporting und KI-basiertem Process Reporting & Mining. Dieses Produ…",2025-10-13T14:49:53Z,https://www.adzuna.de/land/ad/5445622308?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=EA85A9854DBF99DA649BF02AEDCB3498CDA29D2B
Senior Data Engineer - Data Platform Architecture (m/w/d),EON Grid Solutions GmbH,"Hamburg, Deutschland",,,0.0,"Die Stelle ist befristet bis zum 31.12.2027. Gemeinsam entwickeln wir eine zentrale Plattform zur Digitalisierung des E.ON-Netzes: iPEN! Die Informationsplattform Energienetze (iPEN) stellt sicher, dass die Daten der regionalen Verteilnetzbetreiber zentral gebündelt und verfügbar gemacht werden können. Du unterstützt uns dabei, das neue Produkt „Business Insights Hub“ innerhalb von iPEN aufzubauen – eine Kombination aus Standardreporting und KI-basiertem Process Reporting & Mining. Dieses Produ…",2025-10-13T14:49:45Z,https://www.adzuna.de/land/ad/5445622224?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=E9A1C8C8F913966C58B33929D8FC41B23087434E
Senior Data Engineer - Data Platform Architecture (m/w/d),EON Grid Solutions GmbH,"Hannover, Region Hannover (Kreis)",,,0.0,"Die Stelle ist befristet bis zum 31.12.2027. Gemeinsam entwickeln wir eine zentrale Plattform zur Digitalisierung des E.ON-Netzes: iPEN! Die Informationsplattform Energienetze (iPEN) stellt sicher, dass die Daten der regionalen Verteilnetzbetreiber zentral gebündelt und verfügbar gemacht werden können. Du unterstützt uns dabei, das neue Produkt „Business Insights Hub“ innerhalb von iPEN aufzubauen – eine Kombination aus Standardreporting und KI-basiertem Process Reporting & Mining. Dieses Produ…",2025-10-13T14:50:21Z,https://www.adzuna.de/land/ad/5445622664?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=0EB6765373246121641F09BD592051670A0E3D4F
Senior Data Engineer - Data Platform Architecture (m/w/d),EON Grid Solutions GmbH,"Dortmund, Nordrhein-Westfalen",,,0.0,"Die Stelle ist befristet bis zum 31.12.2027. Gemeinsam entwickeln wir eine zentrale Plattform zur Digitalisierung des E.ON-Netzes: iPEN! Die Informationsplattform Energienetze (iPEN) stellt sicher, dass die Daten der regionalen Verteilnetzbetreiber zentral gebündelt und verfügbar gemacht werden können. Du unterstützt uns dabei, das neue Produkt „Business Insights Hub“ innerhalb von iPEN aufzubauen – eine Kombination aus Standardreporting und KI-basiertem Process Reporting & Mining. Dieses Produ…",2025-10-13T14:49:01Z,https://www.adzuna.de/land/ad/5445621896?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=6551E036B27DA377AB4D4CEA5C6D2BA707AAB9B2
Senior Data Engineer - Data Platform Architecture (m/w/d),EON Grid Solutions GmbH,"Helmstedt, Helmstedt (Kreis)",,,0.0,"Die Stelle ist befristet bis zum 31.12.2027. Gemeinsam entwickeln wir eine zentrale Plattform zur Digitalisierung des E.ON-Netzes: iPEN! Die Informationsplattform Energienetze (iPEN) stellt sicher, dass die Daten der regionalen Verteilnetzbetreiber zentral gebündelt und verfügbar gemacht werden können. Du unterstützt uns dabei, das neue Produkt „Business Insights Hub“ innerhalb von iPEN aufzubauen – eine Kombination aus Standardreporting und KI-basiertem Process Reporting & Mining. Dieses Produ…",2025-10-13T14:50:27Z,https://www.adzuna.de/land/ad/5445622761?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=273AC3DB8C66BD7CEB929E1BE996E444C710A36F
Trainee SAP Data & Analytics (m/w/d),ISR Information Products AG,"Hamburg, Deutschland",,,0.0,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",2025-08-27T20:30:45Z,https://www.adzuna.de/land/ad/5370497926?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=2CB0D8CF9676CB400C47225CDC6BD303C86105FC
System Engineer SAS (mwd),Vesterling AG,"Berlin, Deutschland",,,0.0,"Als System Engineer SAS wirken Sie an der Konzeption, am Aufbau, dem sicheren Betrieb und der Optimierung des Betriebs von Big DATA Systemlandschaften mit. Unser Klient ist ein unabhängiger IT-Dienstleister mit zahlreichen Projekten in Deutschland und dem europäischen Ausland. Nach mehreren Akquisitionen gehört er zu den größeren, renommierten deutschen IT-Beratungs- und -Lösungsanbietern. Mit seiner Kompetenz in modernsten Entwicklungsmethoden und Technologien bietet er seinen Kunden Lösungen …",2025-11-23T10:55:22Z,https://www.adzuna.de/land/ad/5510256112?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=90677BC275DE3B3AA80639EF399F9AE4295FB43C
(Senior) HR Scaling Manager (f/m/x),AUTO1 Group,"Berlin, Deutschland",,,0.0,"Our Production Department is responsible for the supply chain behind online used car purchases for private customers. We are fast, highly data-driven, and efficient. But that's not enough for us! Our goal is to conquer the market and achieve double-digit growth compared to last year. Support us as a Project Manager for Organizational Scaling to help build an organization that grows sustainably and exceeds its goals by implementing data-based strategies that enable rapid, effective scaling. As p…",2025-11-19T21:27:01Z,https://www.adzuna.de/land/ad/5504012290?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=366A9DC50C6C1B72C01B318CBEF5400062DCF2AB
IT - Data Manager / Data Scientist (m/w/d) - Datenintegrationszentrum (DIZ),UKM Universitätsklinikum Düsseldorf Medical Services GmbH,"Düsseldorf, Nordrhein-Westfalen",,,0.0,"Abgeschlossenes Studium (z. B. Medizin, Informatik, Biomedizin) oder vergleichbare Qualifikation oder einschlägige und tiefe Fachkenntnisse sowie langjährige Erfahrungen im IT-Bereich, welche für die genannten Aufgaben erforderlich sind Programmierkenntnisse in einer gängigen Skript-Sprache (z. B. Python, R, JavaScript) Praxis- bzw. Projekterfahrung in (medizin-)informatischen Forschungsprojekten Fundierte Kenntnisse in medizinischen Terminologien, Datenstandards und Datenmodellierung, Datenint…",2025-11-22T10:30:43Z,https://www.adzuna.de/land/ad/5508940555?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=9A145E431325F726C4EA44C021B7E4B5A5E0671A
Senior Data Engineer - Data Platform Architecture (m/w/d),E.ON Grid Solutions GmbH,"Mitte, Dortmund",,,0.0,"Stellenbeschreibung Die Stelle ist befristet bis zum 31.12.2027. Gemeinsam entwickeln wir eine zentrale Plattform zur Digitalisierung des E.ON-Netzes: iPEN! Die Informationsplattform Energienetze (iPEN) stellt sicher, dass die Daten der regionalen Verteilnetzbetreiber zentral gebündelt und verfügbar gemacht werden können. Du unterstützt uns dabei, das neue Produkt ""Business Insights Hub"" innerhalb von iPEN aufzubauen - eine Kombination aus Standardreporting und KI-basiertem Process Reporting & …",2025-11-07T20:03:07Z,https://www.adzuna.de/land/ad/5485982867?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=BA4CAF074FF02E8F44CC81B62258F56F6D28EF82
Senior Data Engineer - Data Platform Architecture (m/w/d),E.ON Grid Solutions GmbH,"Schöningen, Helmstedt (Kreis)",,,0.0,"Stellenbeschreibung Die Stelle ist befristet bis zum 31.12.2027. Gemeinsam entwickeln wir eine zentrale Plattform zur Digitalisierung des E.ON-Netzes: iPEN! Die Informationsplattform Energienetze (iPEN) stellt sicher, dass die Daten der regionalen Verteilnetzbetreiber zentral gebündelt und verfügbar gemacht werden können. Du unterstützt uns dabei, das neue Produkt ""Business Insights Hub"" innerhalb von iPEN aufzubauen - eine Kombination aus Standardreporting und KI-basiertem Process Reporting & …",2025-11-07T20:03:07Z,https://www.adzuna.de/land/ad/5485982860?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=23C66F8D60D8158E041B811ECEA42AC5F38AEC4E
Senior Data Engineer - Data Platform Architecture (m/w/d),E.ON Grid Solutions GmbH,"Altendorf, Essen",,,0.0,"Stellenbeschreibung Die Stelle ist befristet bis zum 31.12.2027. Gemeinsam entwickeln wir eine zentrale Plattform zur Digitalisierung des E.ON-Netzes: iPEN! Die Informationsplattform Energienetze (iPEN) stellt sicher, dass die Daten der regionalen Verteilnetzbetreiber zentral gebündelt und verfügbar gemacht werden können. Du unterstützt uns dabei, das neue Produkt ""Business Insights Hub"" innerhalb von iPEN aufzubauen - eine Kombination aus Standardreporting und KI-basiertem Process Reporting & …",2025-11-07T20:03:07Z,https://www.adzuna.de/land/ad/5485982865?se=MBf135vI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=30C1BDBDA10E348B6F4FAE2F49A48C9939A9A4FF
